Date,uk-politics-policy_Titles,uk-politics-policy_Subtitles,titles_finBERTLabel,titles_finBERTScore,Subtitles_finBERTLabel,Subtitles_finBERTScore
2023-02-24T17:21:29.000Z,Northern Ireland: Rishi Sunak’s big test,Prime minister battles Unionists and Tory Eurosceptics over a deal on the protocol with the EU,Neutral,0.9998030066490172,Neutral,0.9990476965904236
none,none,none,0,0.0,0,0.0
2023-02-24T16:04:03.863Z,The high-stakes gamble to finally get Brexit done ,"Negotiating a new Northern Ireland protocol would bring tangible benefits, but succeed or fail, there will be political costs",Neutral,0.9964872598648072,Negative,0.7229236364364624
2023-02-24T09:30:29.269Z,Labour weighs pursuit of growth and risk of reawakening voter fears  ,Labour leader’s five missions target the vote-moving terrain on which the next election will be fought,Negative,0.9999090433120728,Neutral,0.999767005443573
2023-02-24T04:00:28.701Z,Return of private equity suggests revival of London’s salad days,Being picked over by investors looking for a bargain feels like progress in this market ,Neutral,0.9529935717582704,Positive,0.8953086733818054
2023-02-23T19:29:28.187Z,UK council workers’ pay offer adds to pressure on ministers ,About 1.5mn low-paid local government employees offered wage uplift worth more than 20% over two years,Negative,0.9695011973381042,Neutral,0.9999598264694214
2023-02-23T17:11:53.158Z,"UK asylum backlog hits record 160,000",Data shows 60% rise from 2021 in unprocessed claims as government launches emergency fast-track system ,Positive,0.9012980461120604,Positive,0.9996808767318726
none,none,none,0,0.0,0,0.0
2023-02-23T17:01:28.391Z,DUP demands threaten to sink Sunak’s protocol deal Premium content,"Plus, Northern Ireland mentions in parliament charted",Neutral,0.5432446002960205,Neutral,0.999995231628418
2023-02-23T15:43:52.380Z,UK seeks to ‘focus’ espionage bill to head off Lords rebellion,"Ministers propose scores of amendments, including changes to planned register of people working for foreign organisations",Neutral,0.9996078610420228,Neutral,0.9999052286148072
2023-02-23T15:00:35.515Z,Frontrunner Yousaf channels continuity in race to be Scottish first minister,Health secretary seen as ‘appointable’ but not ‘ideal’ candidate to replace Nicola Sturgeon as SNP leader,Neutral,0.9993166923522948,Neutral,0.995636522769928
2023-02-23T12:47:19.615Z,Three men arrested after police officer shot in N Ireland,Dissident republican paramilitaries are suspected of carrying out the attack at youth centre,Neutral,0.9182718396186828,Neutral,0.9921979308128356
2023-02-23T12:25:18.096Z,Starmer pledges to make UK the fastest-growing G7 economy,Opposition leader identifies five long-term missions as he sets out vision for a Labour government,Positive,0.9999995231628418,Neutral,0.6212488412857056
2023-02-23T09:34:04.514Z,Could Sunak’s Brexit deal be one heresy too many for Tory critics?,"While PM is Tories’ best asset, the upcoming Budget and local elections leave him very little margin for error ",Negative,0.7910394072532654,Negative,0.7279404401779175
2023-02-23T05:00:04.353Z,Local variations in NHS performance are damaging the whole service ,Three ways to tackle the vast disparities in A&E waits and delayed routine operations,Negative,0.9999955892562866,Negative,0.9672144055366516
2023-02-23T00:01:46.501Z,Energy-intensive UK companies set to receive state support ,Plans being drawn up as British Steel announces up to 260 job cuts to confront soaring costs,Neutral,0.9991055130958556,Neutral,0.9885385632514954
2023-02-23T00:01:39.747Z,"UK public services need more cash to arrest further decline, says damning report","Situation will be even harder for whoever wins next election, finds Institute for Government",Negative,0.9368545413017272,Negative,0.8462449908256531
2023-02-22T23:36:54.149Z,Kate Forbes suffers fresh blow to bid to become Scotland’s first minister,Deputy first minister John Swinney says he ‘profoundly disagrees’ with her views on same-sex marriage,Negative,0.9331656098365784,Neutral,0.9952686429023744
2023-02-22T20:54:07.495Z,"Sunak held hostage by Tory ‘malcontents’ on Northern Ireland, says Labour",Keir Starmer on the attack as prime minister’s hopes of a Brexit deal hit more problems ,Neutral,0.9999891519546508,Negative,0.9999531507492064
2023-02-22T20:51:33.659Z,Some UK asylum claims to be fast-tracked to help clear backlog,"Cases from five countries to be dealt with by questionnaires not interviews to help tackle 100,000 outstanding applications",Neutral,0.9392444491386414,Neutral,0.9999885559082032
2023-02-22T19:28:22.218Z,UK’s biggest public sector union plans fresh NHS strike action,Unison hits out at government after being excluded from talks on health service workers’ pay,Neutral,0.6483071446418762,Neutral,0.99993634223938
2023-02-22T12:56:25.326Z,Conservatives and the sorry state of public patronage,The Richard Sharp case shows the dangers of over-narrowing selection criteria for top jobs,Neutral,0.9989534616470336,Negative,0.9999948740005492
none,none,none,0,0.0,0,0.0
2023-02-22T09:33:57.893Z,Personal values of leaders matter especially for an SNP in flux,Kate Forbes’ difficulties over her same-sex marriage stance reflect deepening leftwing influence on the SNP,Neutral,0.9685896039009094,Negative,0.999964952468872
2023-02-22T07:25:53.536Z,Plans for UK foreign influence register face review after outcry,Groups linked to US and EU angry at being bracketed with those tied to Russia or Iran,Neutral,0.9999016523361206,Neutral,0.9997453093528748
2023-02-21T23:40:46.438Z,DUP warns Sunak ‘very key issues’ remain on any Northern Ireland deal,"Donaldson says still some way to go to win over unionists, but key cabinet members are backing PM",Negative,0.9907093048095704,Neutral,0.9999407529830932
2023-02-21T23:40:11.060Z,Sunak weighs 5% public-sector pay offer to end waves of strikes,Treasury receives unexpected £30bn boost to public finances and foresees ‘low risk’ of settlement setting benchmark ,Neutral,0.9976174235343932,Positive,0.9994649291038512
none,none,none,0,0.0,0,0.0
2023-02-21T19:47:01.109Z,Why are UK public finances in much better shape than expected? ,Jeremy Hunt has a £30bn windfall after higher tax revenues and lower subsidies for household energy bills,Positive,0.9999984502792358,Positive,0.9601606726646424
2023-02-21T19:32:16.879Z,Forbes suffers setback in bid to become Scotland’s first minister,Finance secretary’s key backers pull their support over her stance on same-sex marriage,Neutral,0.9900262355804444,Neutral,0.9999736547470092
none,none,none,0,0.0,0,0.0
2023-02-21T19:04:08.542Z,"Official review of UK anti-strike law ‘not fit for purpose’, say experts",Independent body condemns government ‘impact assessment’ of new bill aimed at curbing public sector walkouts,Neutral,0.9988682270050048,Neutral,0.9985644221305848
2023-02-21T18:17:53.261Z,"UK salad shortages to last ‘for weeks’, retailers warn",British Retail Consortium’s forecast comes as Asda and Morrisons ration purchases of fruit and vegetables ,Negative,0.9997641444206238,Neutral,0.9999661445617676
2023-02-21T16:05:05.148Z,"Chancellor set to maintain personal tax rates despite windfall, experts predict",Capital gains tax payments surge in the past year,Neutral,0.997863233089447,Positive,0.999948501586914
2023-02-21T12:19:24.716Z,Starmer should reject advice to be more daring,The fall of Nicola Sturgeon shows the limits of political boldness,Neutral,0.9976466298103333,Neutral,0.9999308586120604
2023-02-21T11:52:13.073Z,Fortnum & Mason chief urges Sunak to agree N Ireland trade deal,Tom Athron says UK food exports to EU ‘almost impossible’ without agreement,Neutral,0.9999353885650636,Neutral,0.5499797463417053
none,none,none,0,0.0,0,0.0
2023-02-21T10:47:23.938Z,Kate Forbes makes pitch to be Scotland first minister,SNP colleagues critical of religious finance secretary’s views on gay marriage,Neutral,0.999908208847046,Neutral,0.999997854232788
2023-02-21T09:42:21.012Z,UK public sector posts unexpected budget surplus in January,Improvements in finances come largely from stronger than expected tax receipts,Negative,0.9998823404312134,Positive,0.9999996423721312
2023-02-21T09:30:50.926Z,Kate Forbes’ stance on same-sex marriage hinders path to SNP victory,"Gender recognition reform bill has significantly affected internal culture of the SNP, exposing party divisions in public ",Negative,0.9998185038566588,Negative,0.9959990978240968
2023-02-21T05:00:07.718Z,British Business Bank aims to become ‘sovereign growth fund’  ,New chief executive says state-owned investor’s remit should widen to keep more fast-growing start-ups in the UK,Neutral,0.9958075284957886,Positive,0.9999172687530518
2023-02-21T00:01:41.634Z,UK urged to curb pension freedoms to boost workforce,Resolution Foundation seeks rethink on ‘regressive’ tax breaks helping top earners to retire early,Neutral,0.4909348785877228,Neutral,0.5062060952186584
2023-02-20T22:30:32.579Z,Campaigners call for freeze on UK household energy costs ,Falling gas prices seen as reducing the subsidies that government would need to provide,Neutral,0.9809019565582277,Negative,0.9998160004615784
2023-02-20T21:10:15.344Z,Scotland leadership candidate Forbes calls for ‘reset’ of SNP referendum strategy,Angus Robertson rules himself out of contest to succeed Nicola Sturgeon as first minister,Neutral,0.999078631401062,Neutral,0.9998050332069396
2023-02-20T20:50:04.368Z,PRA head tells UK insurers it is time to move on after Solvency II debate,"Firms will have an idea by year-end of how regime should operate, Sam Woods tells industry delegates",Neutral,0.9999761581420898,Neutral,0.9999988079071044
2023-02-20T20:28:16.850Z,"Iran behind 15 credible threats against people in UK, says minister ","Tehran sought information on Jewish and Israeli individuals, Tugendhat tells MPs, after TV channel closed",Neutral,0.8980966210365295,Neutral,0.99992835521698
2023-02-20T19:40:01.147Z,The Northern Ireland protocol: what is blocking a deal?,DUP continues to demand that the region be allowed a say in the laws which govern it,Neutral,0.9998419284820556,Neutral,0.9976503252983092
2023-02-20T19:20:35.771Z,Sunak urges Tory MPs to back N Ireland trade deal with EU ,London and Brussels hope agreement can be sealed this week but Eurosceptic and loyalist position hardening,Neutral,0.9999169111251832,Neutral,0.915993869304657
2023-02-20T19:03:31.750Z,Junior doctors in England vote to strike as NHS pay dispute escalates,More plans for health service walkouts come as police chiefs warn ministers pay cuts are hitting force recruitment,Neutral,0.9869122505187988,Neutral,0.9853624105453492
2023-02-20T18:51:57.331Z,The prize of an N Ireland deal,Sunak should be ready to face down hardline Conservative and unionist opposition,Neutral,0.9998835325241088,Positive,0.9838709831237792
2023-02-20T12:04:51.693Z,Do you work in the NHS? Tell us about your experiences via a short survey,We are exploring the state of the National Health Service and want to hear from readers,Neutral,0.999988317489624,Neutral,0.9999637603759766
none,none,none,0,0.0,0,0.0
2023-02-20T11:59:59.812Z,English colleges face funding hit after ban on commercial loans,Further education now covered by strict lending limits after being reclassified as part of public sector,Negative,0.9985792636871338,Neutral,0.9996562004089355
2023-02-20T09:30:06.194Z,Sunak enters a tense week as Johnson tilts at leadership ,"Also in this newsletter, two official candidates stake their claims in the SNP contest to succeed Nicola Sturgeon",Neutral,0.9999939203262328,Neutral,0.9978095889091492
2023-02-20T04:00:10.665Z,Scottish business leaders call for reset with SNP after Sturgeon  ,"First minister prioritised social issues over the economy, say critics",Neutral,0.9999561309814452,Negative,0.9929901361465454
2023-02-19T19:05:35.933Z,Sunak hopes to seal Northern Ireland trade deal early this week,British PM could confront Boris Johnson and Tory Eurosceptics with result as soon as Tuesday,Neutral,0.9999910593032836,Neutral,0.9996992349624634
none,none,none,0,0.0,0,0.0
2023-02-19T14:26:01.549Z,The UK must prepare for the biosecurity threats to come,"Malign intent, human error and the evolution of viruses present us with heightened risks",Neutral,0.9980973601341248,Negative,0.9864515066146852
2023-02-19T13:00:09.989Z,Britain can learn from Singapore on savings,The UK’s low rate of national savings makes it dependent on foreign ones to finance its investment,Neutral,0.9997807145118712,Neutral,0.9775549173355104
none,none,none,0,0.0,0,0.0
2023-02-19T12:21:32.272Z,First candidates announced in contest to replace Nicola Sturgeon,Ash Regan and Humza Yousaf set off the race to replace Scotland’s pro-independence leader ,Neutral,0.9980467557907104,Neutral,0.9986844658851624
2023-02-18T05:00:40.196Z,Sturgeon’s exit prompts fresh turmoil for Scotland,Unionists scent their opportunity as charismatic first minister leaves the independence cause without a champion,Negative,0.9981587529182434,Neutral,0.9073933959007264
2023-02-17T21:42:00.660Z,UK university strikes called off as talks near deal,UCU says ‘two-week period of calm’ comes as ‘significant progress’ made in negotiations over pay and working conditions,Neutral,0.9971838593482972,Neutral,0.7251881957054138
2023-02-17T19:56:07.114Z,Nicola Sturgeon’s departure leaves Scotland searching for a new independence flag-bearer,SNP leader is on her way out but her cause is very much alive,Neutral,0.9966350197792052,Positive,0.9732756018638612
2023-02-17T18:37:54.000Z,What Nicola Sturgeon’s exit means for UK politics,Scotland’s first minister steps down with no clear successor,Neutral,0.9991886019706726,Neutral,0.9895287156105042
none,none,none,0,0.0,0,0.0
2023-02-17T18:18:54.803Z,Sunak gambles on N Ireland deal to reset UK-EU relations,Tory Eurosceptics and DUP watch as PM presses ahead with efforts to end Brexit acrimony ,Neutral,0.9999613761901855,Neutral,0.9991317391395568
2023-02-17T17:49:53.066Z,"‘Fresh perspective’ needed to revive Scottish independence, says John Swinney",Deputy first minister’s call to ‘look afresh’ comes amid intensifying debate in SNP over strategy,Neutral,0.9957972764968872,Neutral,0.981278657913208
2023-02-17T15:10:10.182Z,Devolution has stoked brutality and division in our politics,"As she resigned, Nicola Sturgeon complained of the toxic atmosphere that she and her party have contributed to in Scotland",Neutral,0.9905635118484496,Negative,0.6578806638717651
2023-02-17T13:57:08.572Z,Chances of N Ireland Brexit deal rise as Sunak seeks unionist backing ,Democratic Unionist party and Sinn Féin both signal significant progress towards resolving dispute,Positive,0.4667042791843414,Positive,0.999997615814209
2023-02-17T09:33:38.097Z,Sunak flies blind into Brexit deal carrying big risks and rewards,A crucial question for some Tory and DUP MPs is the European Court of Justice’s role in settling agreement,Negative,0.994010329246521,Neutral,0.9157819151878356
2023-02-17T05:01:00.109Z,Health data could form the basis of a UK sovereign wealth fund,Our collective information is a valuable resource that could benefit us financially as well as medically,Neutral,0.9999606609344482,Positive,1.0
2023-02-17T05:00:59.886Z,My 20-year journey through the NHS,"As a patient and Number 10 adviser, Camilla Cavendish has witnessed the service’s struggles at first hand. Here she charts a way to safeguard its future",Neutral,0.9998615980148317,Negative,0.8178951740264893
2023-02-17T00:04:33.683Z,Labour to set out campaign against antisocial behaviour in England,Plan for ‘end-to-end reform’ of criminal justice system using science to examine causes of offending,Neutral,0.9998455047607422,Neutral,0.9999728202819824
2023-02-16T22:37:20.076Z,SNP to elect successor to Nicola Sturgeon by March 27,Call for party to look at ‘more evolutionary’ approach to independence as strategy conference postponed,Neutral,0.9999451637268066,Neutral,0.999990940093994
2023-02-16T19:58:55.892Z,Scottish Labour sees first minister’s departure as reset moment ,"Nicola Sturgeon’s successor will have to contend with multiple crises, Anas Sarwar says  ",Neutral,0.999297857284546,Neutral,0.8388287425041199
2023-02-16T19:48:14.314Z,Sunak gamble on sealing Brexit deal spurs warning from Eurosceptics,UK prime minister flies to Northern Ireland to win backing for outline settlement with EU,Negative,0.9820210933685304,Neutral,0.9940106272697448
2023-02-16T18:43:57.762Z,Critical care nurses in England join strikes as pay dispute deepens,Nursing union’s unprecedented move comes as transport union outlines further rail walkouts,Neutral,0.9623227715492249,Neutral,0.9995720982551576
2023-02-16T18:07:59.881Z,The great British business investment problem,UK plc needs a bold long-term plan to support capital spending,Negative,0.9999825954437256,Neutral,0.9998000264167786
2023-02-16T17:01:58.566Z,Regional policy and the dash for green growth Premium content,"Plus, the cost of Brexit on business investment",Neutral,0.9997771382331848,Neutral,0.999092936515808
none,none,none,0,0.0,0,0.0
2023-02-16T15:24:28.973Z,US pulls ahead of UK in tackling regional economic woes,"The all-powerful role of the Treasury holds Britain back in the race to spread prosperity to neglected, restive regions",Negative,0.6966053247451782,Positive,0.8871234059333801
2023-02-16T14:55:05.864Z,Watchdog welcomes UK move to drop case over EU citizens’ rights,"Home Office’s decision to abandon appeal over post-Brexit residency requirements a positive sign, say bloc diplomats",Neutral,0.97165447473526,Positive,0.999997854232788
2023-02-16T11:30:52.204Z,"Slouching towards Britcoin, part 1: Threadneedy Street",Begging the question — BoE-style,Neutral,0.9999796152114868,Neutral,0.9860889911651612
2023-02-16T09:30:59.480Z,Double boost to Labour’s fortunes — and a stand against Corbyn,"Also in this newsletter, the UK’s increasingly polluted waterways are leaving a stench in Tory marginal seats",Positive,0.99972265958786,Neutral,0.8525779843330383
none,none,none,0,0.0,0,0.0
2023-02-16T05:01:00.436Z,Harsh-marker Dominic Raab awaits his own report card,Some civil servants say the deputy prime minister is a bully while others defend him as just a ‘demanding’ boss,Neutral,0.9988962411880492,Neutral,0.998916506767273
2023-02-16T04:00:59.063Z,UK business needs to get the next wave of outsourcing right,Ask not what your country can do for you but what your company can do for the country,Neutral,0.9966997504234314,Neutral,0.9999632835388184
none,none,none,0,0.0,0,0.0
2023-02-15T19:24:05.382Z,Human Rights Watch demands full reparations from UK and US for Chagos Islanders,"Britain must answer for ‘appalling colonial crime’ of forced displacement in 1960s and 1970s, says NGO  ",Neutral,0.999931812286377,Neutral,0.9988011121749878
2023-02-15T19:02:14.522Z,Who could replace Nicola Sturgeon as Scotland’s first minister? ,SNP figures who are considered potential leading candidates,Neutral,0.9992548823356628,Neutral,0.9991210103034972
2023-02-15T18:48:26.876Z,Scotland’s independence movement faces strains as Sturgeon exits ,Next leader of Scottish National party has to forge new strategy to try to secure cherished goal,Negative,0.999635934829712,Neutral,0.9877201914787292
2023-02-15T18:38:47.053Z,"Corbyn will not be Labour candidate at next election, vows Starmer",Opposition leader welcomes watchdog’s findings on antisemitism and says party has changed ‘fundamentally’ under him,Neutral,0.9987932443618774,Neutral,0.885646402835846
2023-02-15T18:32:10.963Z,Nicola Sturgeon quits as Scotland’s first minister ,SNP leader’s authority has been weakened by rows over independence strategy and transgender laws,Neutral,0.999578297138214,Negative,0.999969482421875
none,none,none,0,0.0,0,0.0
2023-02-15T18:31:36.318Z,Sturgeon’s exit does not remove threat to the UK union,Factors that have swelled support for Scottish independence will not recede,Neutral,0.961618721485138,Negative,0.9997126460075378
2023-02-15T17:50:18.815Z,Xinjiang governor cancels Brussels and London visits after outcry,Meetings with EU and UK officials axed amid protests over treatment of Uyghurs in north-west Chinese region,Neutral,0.9986793398857116,Negative,0.973271667957306
2023-02-15T17:05:36.850Z,Timeline: Nicola Sturgeon’s rise through Scottish politics,From teenage SNP activist to first minister at Holyrood,Neutral,0.99998939037323,Neutral,0.999788463115692
2023-02-15T14:38:45.561Z,Nicola Sturgeon had run out of ideas on Scottish independence,Departing first minister lacked any answer to intransigence from Westminster,Neutral,0.9997486472129822,Neutral,0.9206740260124208
2023-02-15T12:40:04.400Z,"UK police vulnerable to Chinese spy equipment, says watchdog",Surveillance commissioner warns of widespread use of China-made drones and cameras by forces in England and Wales,Negative,0.9990348815917968,Negative,0.7995312809944153
2023-02-15T11:50:23.285Z,UK defence secretary braced for ‘uphill battle’ with Treasury on military spend,Ben Wallace to argue for extra funding ‘because the world is much more dangerous and unstable’ ,Neutral,0.9998194575309752,Negative,0.994231343269348
2023-02-15T10:47:05.996Z,"Live news updates from February 15: World Bank president to step down, Nicola Sturgeon to quit",none,Neutral,0.99995219707489,0,0.0
2023-02-15T09:30:58.465Z,Sturgeon’s successor will contend with waning support for SNP,"It remains the most popular party in Scotland, despite polls showing voter discontent with its record in government ",Neutral,0.9965187311172484,Negative,0.7175865173339844
2023-02-15T05:00:11.765Z,"More risk, fewer rules: the plan to revive the City of London",Ministers and financiers hope ‘Big Bang 2.0’ can be a blueprint for the post-Brexit era. But will its equity markets ever attract big tech companies?,Negative,0.8935003876686096,Neutral,0.9759821891784668
2023-02-15T05:00:11.587Z,The Big Con — the case against consultancies ,Mariana Mazzucato and Rosie Collington’s polemic on the need to draw a boundary between state and private activity — and rebuild public sector capability,Neutral,0.990389049053192,Positive,0.996102809906006
2023-02-15T04:00:11.011Z,Will Rishi Sunak’s plan to curb small boat migration work? ,"Some on the right want even tougher measures, but experts warn against ‘unworkable’ proposals",Neutral,0.9978933930397034,Neutral,0.9803030490875244
2023-02-15T00:01:22.779Z,UK equalities watchdog ‘satisfied’ with Labour action on antisemitism,Keir Starmer to hail ending of EHRC monitoring as ‘important moment’ in party’s history,Neutral,0.6628282070159912,Neutral,0.9984918832778932
2023-02-14T21:00:10.870Z,Sunak explores public sector pay deal that backdates wage offer,Prime minister seeks ways to end worst wave of strikes to hit UK in decades,Neutral,0.999957799911499,Neutral,0.9187785387039183
2023-02-14T17:59:03.777Z,UK media grandees call on Richard Sharp to quit as BBC chair ,Jonathan Dimbleby among figures to say conflict-of-interest claims make ex-banker’s position untenable,Neutral,0.9999959468841552,Negative,0.9855636358261108
none,none,none,0,0.0,0,0.0
2023-02-14T17:29:09.388Z,UK solicitors warned about ‘abusive litigation’ to intimidate critics,"Better procedures needed to stop powerful clients using so-called Slapps to stifle opposition, says legal watchdog",Negative,0.997625172138214,Positive,0.99999737739563
2023-02-14T16:51:08.543Z,N Ireland’s Stormont assembly fails to elect speaker for sixth time,DUP blocks move and sinks bid to use session to pass organ donor legislation,Negative,0.9987984895706176,Neutral,0.9999843835830688
2023-02-14T16:28:11.687Z,Sunak to meet EU leaders to try to finalise Brexit deal,UK and Brussels said to be edging towards compromise to overhaul Northern Ireland’s trading arrangements,Neutral,0.999932050704956,Neutral,0.9995548129081726
2023-02-14T09:30:39.526Z,The Tories may be heading for an epochal battering,"Labour does not have the next election in the bag, but it is time to stop pretending they are not a very heavy favourite",Neutral,0.9999974966049194,Neutral,0.9905309081077576
none,none,none,0,0.0,0,0.0
2023-02-14T06:29:51.331Z,Labour presses ministers on local projects delayed by spending ban,Levelling up department barred from signing off capital expenditure without Treasury approval,Negative,0.999956488609314,Neutral,0.9978867173194884
2023-02-14T05:00:43.237Z,LDI broke the UK stock market,Long-term selling by pension funds and insurance companies have seen London-listed equities decline compared with global peers,Neutral,0.9998188614845276,Negative,0.9999779462814332
none,none,none,0,0.0,0,0.0
2023-02-13T21:00:39.145Z,"Homeworking tax rules in UK need to be simpler, say experts",Ministers urged to reform laws as hybrid and flexible employment looks set to grow,Neutral,0.99867045879364,Neutral,0.9535616040229796
2023-02-13T18:00:44.421Z,"Brexit has cost UK £29bn in business investment, says BoE rate setter ",Jonathan Haskel points to ‘flattening out’ of capital spending since 2016 ,Neutral,0.8979451656341553,Neutral,0.8859211206436157
2023-02-13T16:09:51.394Z,"For better or for worse, I’m British now","After nearly three decades in the UK, it was finally time to brave the citizenship test",Neutral,0.9743009209632874,Neutral,0.9998226761817932
2023-02-13T15:19:36.299Z,Sunak says UK will do ‘whatever it takes’ as concern mounts over spy balloons,London launches security review after US shoots down ‘unidentified object’,Neutral,0.9983317255973816,Neutral,0.9988823533058168
2023-02-13T09:30:14.299Z,Ban on Gove’s ‘piggy bank’ risks stalling regional regeneration plans,Treasury move raises nervousness about impact to wider levelling up strategy,Negative,0.981038510799408,Negative,0.999976634979248
none,none,none,0,0.0,0,0.0
2023-02-13T05:00:14.992Z,Politics round-up — inside stories on turbulent times,"Observant accounts tackle Trump’s footsoldiers, Biden’s White House, Johnson’s downfall and Brussels diplomacy",Neutral,0.9601235389709472,Neutral,0.999987244606018
2023-02-13T05:00:14.887Z,Senior Tory business leader quits party and switches to Labour,Cicero founder Iain Anderson cites lack of economic strategy and culture wars,Neutral,0.9999340772628784,Negative,0.9999905824661256
2023-02-13T00:00:12.794Z,Labour and Tories trade blows over government ‘debit card waste’ ,"Opposition party to reveal erroneous descriptions of expenses, lavish gifts and spending sprees",Neutral,0.9854642748832704,Negative,0.9999780654907228
2023-02-12T21:00:13.790Z,"UK taking ‘big gamble’ on further drop in energy prices, infrastructure expert warns","While country moves towards renewables, gas storage is still essential, says John Armitt",Negative,0.9996078610420228,Neutral,0.9982796907424928
2023-02-12T17:00:13.867Z,British university students hit by delays in post-Brexit travel scheme,"The replacement to Erasmus has been beset by red tape and late funding, say universities   ",Negative,0.9999991655349731,Neutral,0.9995891451835632
2023-02-12T14:00:33.310Z,A UK government revamp in search of a strategy,"Reorganisation of business, energy and technology is the latest in a long line",Positive,0.9889923930168152,Neutral,0.9598357081413268
2023-02-12T12:00:33.336Z,These tools could help bring Ukraine into the EU,It is crucial to find paths where looming political challenges don’t prevent real progress today ,Positive,0.956564962863922,Neutral,0.8840479254722595
2023-02-12T11:33:24.315Z,Guy Hands’ Annington Homes gears up for legal battle with UK government,Property company owned by Terra Firma claims attempt to unwind privatisation of £8.15bn portfolio is unlawful,Neutral,0.9989070892333984,Neutral,0.9805552363395692
2023-02-12T11:29:11.676Z,Sharp under new pressure to resign as BBC chair,Commons committee rebukes media chief over ‘errors of judgment’ in failing to declare Boris Johnson loan link,Negative,0.6296406388282776,Neutral,0.9835554957389832
2023-02-12T05:00:34.253Z,‘Brutal’ conditions in Scotland’s NHS increase pressure on Sturgeon,Opponents see health as key battleground to argue that the  SNP has failed in office,Negative,0.9998666048049928,Negative,0.9997383952140808
2023-02-11T05:00:55.000Z,Sunak and the backseat former PMs,How much of a threat are Liz Truss and Boris Johnson to the current Tory leader?,Neutral,0.998860478401184,Negative,0.6366241574287415
2023-02-11T05:00:40.192Z,Sunak’s global search for friends and influence,The prime minister must refurbish damaged relations with Britain’s allies — including opponents in the Brexit wrangles,Neutral,0.9992013573646544,Neutral,0.9999222755432128
2023-02-10T21:00:39.240Z,Education secretary to resist Home Office cuts to overseas students,Gillian Keegan says universities are ‘hugely valuable’ export success for Britain,Neutral,0.9097267985343932,Positive,0.9999992847442628
2023-02-10T20:08:18.161Z,Warning that Scotland faces ‘four difficult years’ of weak growth,Deputy first minister says Holyrood may have to cut to public-sector jobs and spending,Negative,0.9999994039535522,Negative,0.7476005554199219
none,none,none,0,0.0,0,0.0
2023-02-10T19:22:12.187Z,MPs and rights activists call for sanctions on Xinjiang official visiting UK,Governor of China’s north-west region set to travel to London and Brussels while his junior officials have been barred,Neutral,0.605047881603241,Neutral,0.9970865845680236
2023-02-10T18:28:33.641Z,RMT rejects improved pay offers aimed at ending UK rail strikes ,Union warns industrial action could continue until next winter under plan for fresh ballot of members  ,Negative,0.7427525520324707,Neutral,0.8995804190635681
2023-02-10T16:21:37.511Z,"UK armed forces would last just ‘five days’ in a war, senior MP warns",Tory chair of defence committee says cost of replacing kit sent to Ukraine and high inflation had created ‘a really grim picture’,Neutral,0.7608644962310791,Negative,0.5090787410736084
2023-02-10T15:21:35.583Z,How would a digital pound operate and what would it mean for cash?,The Bank of England is starting preparatory work on a possible alternative to physical banknotes,Neutral,0.999858856201172,Neutral,0.999980092048645
none,none,none,0,0.0,0,0.0
2023-02-10T15:19:32.882Z,The merry-go-round of business ministry remodelling starts again ,"Hived off, put back together, renamed and refashioned, the UK’s industry department could do with some stability",Neutral,0.9981380701065063,Neutral,0.933525323867798
2023-02-10T09:30:44.558Z,Unionists sense the end of ‘peak Sturgeon’,"Also in this newsletter, the chronic rapid turnover of housing ministers will hardly help Tories achieve long-term reform  ",Neutral,0.999945878982544,Negative,0.9999979734420776
none,none,none,0,0.0,0,0.0
2023-02-10T05:00:47.476Z,It’s not easy being green when you live in a conservation area,Outdated and overprotective regulations preserve the ‘character’ of England’s ageing housing stock at all costs,Neutral,0.9994019269943236,Positive,0.9866346120834352
2023-02-10T04:30:11.220Z,Labour retains West Lancashire with big by-election swing,Ashley Dalton increases UK opposition party’s vote share in fourth poll defeat for Conservatives,Neutral,0.9998213648796082,Positive,0.7280861139297485
2023-02-10T04:00:42.316Z,Sunak approaching moment of truth on Northern Ireland,"Talks to settle the corrosive row over the post-Brexit settlement are intensifying, but the path is fraught with political danger",Neutral,0.9965713024139404,Negative,0.9999818801879884
2023-02-09T19:49:19.182Z,Jon Thompson to become new chair of HS2,UK audit watchdog chief takes over as government attempts to rein in rail link’s costs,Neutral,0.9996477365493774,Negative,0.8212602734565735
2023-02-09T19:14:52.774Z,Sunak distances himself from new Tory deputy chair,PM says Lee Anderson’s remarks in favour of bringing back death penalty do not represent view of government,Neutral,0.9999933242797852,Neutral,0.9980397820472716
none,none,none,0,0.0,0,0.0
2023-02-09T18:41:30.543Z,Health unions slam ministers’ refusal to talk after firefighters offered pay rise ,Ambulance staff say they are being treated like ‘second class emergency workers’,Neutral,0.997862994670868,Neutral,0.9998371601104736
2023-02-09T17:26:00.678Z,"Public sector pay should take falling inflation ‘into account’, says BoE",Governor Andrew Bailey warns MPs about the impact of higher wage settlements,Neutral,0.99993896484375,Negative,0.9987359642982484
2023-02-09T17:01:41.780Z,Brexit’s costs for business keep growing Premium content,"Plus, university applications from EU students tumble",Neutral,0.986696183681488,Neutral,0.9975796341896056
2023-02-09T16:38:50.133Z,UK delays N Ireland election deadline by a year,Polls in the coming weeks ‘would not be helpful or welcome’ says minister as paralysis at Stormont drags on ,Negative,0.9887041449546814,Neutral,0.8354184627532959
